,,ทำร้ายผู้อื่นถึงแก่ความตาย,8,6,8,7,4,4,10,10,12,11,11,16,7,7,10,
,,พยายามฆ่า,17,11,18,20,17,17,23,21,31,16,14,15,19,19,24,
,,ทำร้ายร่างกาย,154,163,145,138,152,152,199,190,226,109,108,131,128,128,144,
,,ข่มขืนกระทำชำเรา,52,38,48,33,29,29,31,28,30,32,29,30,30,29,32,
,,อื่น ๆ,39,38,31,34,32,32,49,48,49,90,85,94,57,55,90,
,จันทบุรี,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,167,146,175,182,220,220,177,172,198,128,126,169,113,112,161,
,,ฆ่าผู้อื่น,12,12,15,12,18,18,13,13,18,14,14,15,7,6,7,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,2,2,2,4,6,6,1,1,1,5,5,7,3,3,4,
,,พยายามฆ่า,15,12,17,19,18,18,17,16,17,17,17,23,12,12,14,
,,ทำร้ายร่างกาย,90,81,89,113,142,142,104,102,122,47,46,70,35,35,51,
,,ข่มขืนกระทำชำเรา,32,24,33,26,29,29,28,27,27,8,8,9,20,20,23,
,,อื่น ๆ,16,15,19,8,7,7,14,13,13,37,36,45,36,36,62,
,ตราด,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,110,103,131,96,128,128,101,99,133,72,70,81,55,54,76,
,,ฆ่าผู้อื่น,2,2,3,4,1,1,6,6,7,5,5,5,2,2,4,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,3,3,3,6,7,7,1,1,1,1,0,0,1,1,1,
,,พยายามฆ่า,3,3,3,8,13,13,9,9,13,3,3,3,5,5,7,
,,ทำร้ายร่างกาย,80,76,100,58,87,87,66,65,94,35,35,41,9,9,15,
,,ข่มขืนกระทำชำเรา,12,11,12,12,13,13,8,8,8,9,8,8,8,7,8,
,,อื่น ๆ,10,8,10,8,7,7,11,10,10,19,19,24,30,30,41,
,ฉะเชิงเทรา,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,276,207,323,282,328,328,232,221,279,178,174,219,193,191,261,
,,ฆ่าผู้อื่น,13,8,12,12,11,11,12,11,12,9,8,8,6,6,6,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,9,8,11,4,7,7,9,9,10,8,8,10,4,4,6,
,,พยายามฆ่า,11,8,17,16,25,25,17,15,19,10,9,11,17,17,36,
,,ทำร้ายร่างกาย,152,124,207,209,249,249,142,137,187,87,85,116,26,26,35,
,,ข่มขืนกระทำชำเรา,53,33,42,21,18,18,30,27,29,21,21,26,29,29,40,
,,อื่น ๆ,38,26,34,20,18,18,22,22,22,43,43,48,111,109,138,
,ปราจีนบุรี,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,170,129,161,176,191,191,190,183,235,110,106,121,112,108,173,
,,ฆ่าผู้อื่น,16,11,17,11,9,9,8,8,8,6,5,5,9,9,9,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,4,2,3,5,5,5,4,4,5,3,3,3,0,0,0,
,,พยายามฆ่า,22,17,23,13,14,14,24,23,33,13,13,14,12,11,15,
,,ทำร้ายร่างกาย,90,76,95,117,136,136,122,120,158,53,52,62,30,30,56,
,,ข่มขืนกระทำชำเรา,28,14,14,17,16,16,23,19,21,14,14,15,10,8,15,
,,อื่น ๆ,10,9,9,13,11,11,9,9,10,21,19,22,51,50,78,
,นครนายก,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,90,61,71,58,79,79,78,74,85,52,52,57,37,37,51,
,,ฆ่าผู้อื่น,12,9,12,3,3,3,4,3,3,5,5,5,0,0,0,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,2,1,1,4,5,5,2,2,2,0,0,0,1,1,1,
,,พยายามฆ่า,4,3,3,4,3,3,7,6,9,4,4,6,1,1,2,
,,ทำร้ายร่างกาย,59,42,48,43,65,65,54,54,62,21,21,24,10,10,11,
,,ข่มขืนกระทำชำเรา,7,4,4,4,3,3,6,5,5,5,5,5,1,1,3,
,,อื่น ๆ,6,2,3,0,0,0,5,4,4,17,17,17,24,24,34,
,สระแก้ว,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,248,200,221,139,162,162,116,110,130,119,115,157,120,117,167,
,,ฆ่าผู้อื่น,15,12,14,16,20,20,4,4,5,11,11,11,2,2,2,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,4,4,6,6,6,6,1,1,1,6,6,7,6,6,9,
,,พยายามฆ่า,25,18,29,17,24,24,11,11,16,8,8,9,14,14,22,
,,ทำร้ายร่างกาย,123,114,114,63,76,76,61,58,72,36,34,59,18,18,24,
,,ข่มขืนกระทำชำเรา,53,36,37,28,28,28,29,26,26,26,25,27,16,13,16,
,,อื่น ๆ,28,16,21,9,8,8,10,10,10,32,31,44,64,64,94,
,ราชบุรี,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,318,246,309,291,330,330,278,258,346,240,236,296,216,209,276,
,,ฆ่าผู้อื่น,20,14,20,18,21,21,17,15,18,17,17,17,9,9,11,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,8,10,10,6,6,6,6,6,11,8,7,7,6,6,6,
,,พยายามฆ่า,31,22,27,31,35,35,29,28,40,26,26,32,31,29,35,
,,ทำร้ายร่างกาย,192,149,197,166,200,200,162,153,216,93,92,128,37,37,59,
,,ข่มขืนกระทำชำเรา,40,24,44,53,54,54,30,27,31,32,32,34,25,24,27,
,,อื่น ๆ,27,27,11,17,14,14,34,29,30,64,62,78,108,104,138,
,กาญจนบุรี,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,315,234,308,269,279,279,256,242,298,273,267,321,260,254,354,
,,ฆ่าผู้อื่น,34,32,33,26,30,30,18,17,22,17,17,20,16,16,17,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,2,0,1,5,5,5,6,5,14,7,7,11,6,6,7,
,,พยายามฆ่า,31,26,34,21,15,15,14,11,12,28,26,31,29,28,36,
,,ทำร้ายร่างกาย,156,116,158,138,154,154,152,146,187,103,101,116,44,42,55,
,,ข่มขืนกระทำชำเรา,48,33,49,49,43,43,42,40,40,34,34,36,28,28,30,
,,อื่น ๆ,44,27,33,30,32,32,24,23,23,84,82,107,137,134,209,
,สุพรรณบุรี,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,289,231,295,248,261,261,212,203,271,194,190,242,155,155,211,
,,ฆ่าผู้อื่น,25,21,20,20,17,17,8,8,10,13,12,12,7,7,14,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,7,5,8,6,6,6,5,5,5,8,7,7,1,1,2,
,,พยายามฆ่า,21,17,19,36,33,33,23,21,28,11,11,14,15,15,15,
,,ทำร้ายร่างกาย,152,120,164,110,134,134,121,117,165,72,71,103,41,41,54,
,,ข่มขืนกระทำชำเรา,52,43,56,50,47,47,28,26,34,38,38,43,18,18,19,
,,อื่น ๆ,32,25,28,26,24,24,27,26,29,52,51,63,73,73,107,
,นครปฐม,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,485,402,541,359,417,417,373,356,501,323,314,421,281,277,387,
,,ฆ่าผู้อื่น,23,19,27,18,20,20,23,22,39,13,13,17,10,10,14,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,7,6,9,5,7,7,5,5,14,4,4,4,7,7,7,
,,พยายามฆ่า,37,29,42,29,29,29,31,30,58,25,24,41,26,25,44,
,,ทำร้ายร่างกาย,331,288,394,237,296,296,248,241,327,166,164,225,95,94,131,
,,ข่มขืนกระทำชำเรา,56,40,48,37,37,37,40,34,39,37,33,36,23,22,26,
,,อื่น ๆ,31,20,21,33,28,28,26,24,24,78,76,98,120,119,165,
,สมุทรสาคร,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,196,154,213,176,185,185,206,188,254,143,141,184,149,144,191,
,,ฆ่าผู้อื่น,21,20,39,19,21,21,15,13,15,7,7,8,15,15,21,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,5,3,3,2,2,2,4,3,3,0,0,0,1,1,1,
,,พยายามฆ่า,24,16,20,17,19,19,23,22,28,9,9,12,15,14,20,
,,ทำร้ายร่างกาย,99,84,112,96,105,105,122,112,161,61,60,91,18,18,25,
,,ข่มขืนกระทำชำเรา,29,19,26,30,29,29,25,22,26,20,20,20,18,15,20,
,,อื่น ๆ,18,12,13,12,9,9,17,16,21,46,45,53,82,81,104,
,สมุทรสงคราม,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,67,54,57,59,61,61,48,48,64,47,47,61,37,36,60,
,,ฆ่าผู้อื่น,3,3,1,3,3,3,3,3,3,3,3,3,2,2,2,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,
,,พยายามฆ่า,5,7,4,6,5,5,3,3,3,10,10,18,4,4,4,
,,ทำร้ายร่างกาย,45,31,39,41,44,44,40,40,56,15,15,19,14,14,23,
,,ข่มขืนกระทำชำเรา,7,6,7,6,6,6,0,0,0,4,4,4,3,3,7,
,,อื่น ๆ,7,7,6,2,2,2,1,1,1,13,13,15,12,11,22,
,เพชรบุรี,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,328,318,465,330,422,422,218,215,279,227,223,277,178,177,306,
,,ฆ่าผู้อื่น,13,14,18,13,12,12,15,15,17,24,24,28,10,10,13,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,2,2,2,6,6,6,4,4,4,1,1,1,3,3,3,
,,พยายามฆ่า,34,36,65,22,42,42,28,28,33,26,25,30,16,16,39,
,,ทำร้ายร่างกาย,235,228,334,246,322,322,136,135,189,105,105,137,39,39,65,
,,ข่มขืนกระทำชำเรา,29,27,36,28,28,28,24,23,25,24,23,24,9,9,9,
,,อื่น ๆ,15,11,10,15,12,12,11,10,11,47,45,57,101,100,177,
,ประจวบคีรีขันธ์,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,236,168,244,217,260,260,196,181,253,193,185,220,134,130,165,
,,ฆ่าผู้อื่น,25,18,32,13,14,14,10,9,16,13,13,19,14,13,17,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,2,2,2,5,5,5,3,3,9,3,2,2,3,3,5,
,,พยายามฆ่า,39,37,64,21,23,23,26,24,31,32,31,37,19,18,20,
,,ทำร้ายร่างกาย,115,76,110,147,188,188,114,107,154,78,74,86,19,18,23,
,,ข่มขืนกระทำชำเรา,25,17,16,16,15,15,18,15,17,21,20,22,14,14,16,
,,อื่น ๆ,30,18,20,15,15,15,25,23,26,46,45,54,65,64,84,
ภาคเหนือ,เชียงใหม่,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,409,314,427,372,454,454,357,328,424,338,323,400,265,257,375,
,,ฆ่าผู้อื่น,35,26,34,38,43,43,44,38,41,24,22,26,32,30,45,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,14,12,21,7,8,8,14,14,21,10,9,13,7,7,8,
,,พยายามฆ่า,32,29,29,38,47,47,32,29,31,39,37,47,23,21,27,
,,ทำร้ายร่างกาย,221,179,266,209,278,278,185,172,246,125,122,164,57,56,84,
,,ข่มขืนกระทำชำเรา,63,40,45,42,47,47,42,37,40,31,29,32,26,25,28,
,,อื่น ๆ,44,28,32,38,31,31,40,38,45,109,104,118,120,118,183,
,ลำพูน,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,68,62,69,84,94,94,64,62,67,65,64,78,67,66,92,
,,ฆ่าผู้อื่น,8,8,14,8,7,7,7,7,8,6,5,7,4,4,4,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,1,0,1,1,1,1,1,1,1,2,2,2,1,1,1,
,,พยายามฆ่า,6,7,5,9,10,10,2,2,2,6,6,8,3,3,4,
,,ทำร้ายร่างกาย,40,35,39,46,56,56,43,41,45,30,30,34,16,15,23,
,,ข่มขืนกระทำชำเรา,7,7,7,8,8,8,7,7,7,4,4,4,7,7,13,
,,อื่น ๆ,6,5,3,12,12,12,4,4,4,17,17,23,36,36,47,
,ลำปาง,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,148,138,153,140,158,158,112,110,148,93,87,92,91,89,113,
,,ฆ่าผู้อื่น,11,9,11,6,8,8,14,14,18,13,12,12,7,6,7,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,3,3,4,3,3,3,8,8,9,2,2,2,4,4,4,
,,พยายามฆ่า,22,21,22,16,15,15,10,10,12,11,11,12,10,10,11,
,,ทำร้ายร่างกาย,66,66,74,78,94,94,55,53,84,31,29,32,18,18,27,
,,ข่มขืนกระทำชำเรา,30,26,33,27,28,28,15,15,15,11,11,11,12,11,12,
,,อื่น ๆ,16,13,9,10,10,10,10,10,10,25,22,23,40,40,52,
,อุตรดิตถ์,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,106,94,123,69,70,70,99,96,111,78,77,95,66,63,93,
,,ฆ่าผู้อื่น,7,7,9,5,4,4,6,6,6,6,6,6,6,6,8,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,1,1,8,6,5,5,1,1,1,4,4,4,0,0,0,
,,พยายามฆ่า,17,16,17,11,13,13,16,16,17,9,9,17,8,8,10,
,,ทำร้ายร่างกาย,38,33,40,30,32,32,48,46,58,31,31,40,11,10,17,
,,ข่มขืนกระทำชำเรา,22,18,23,12,11,11,14,13,14,12,11,11,8,7,8,
,,อื่น ๆ,21,19,26,5,5,5,14,14,15,16,16,17,33,32,50,
,แพร่,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,77,69,76,51,54,54,63,62,71,48,46,62,59,58,82,
,,ฆ่าผู้อื่น,6,4,3,6,7,7,8,8,8,7,5,6,5,5,6,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,2,1,2,2,3,3,2,2,2,2,2,2,1,1,5,
,,พยายามฆ่า,7,8,5,4,4,4,13,12,12,3,3,3,5,4,4,
,,ทำร้ายร่างกาย,31,28,37,22,24,24,30,30,39,23,23,35,12,12,15,
,,ข่มขืนกระทำชำเรา,13,14,12,8,8,8,4,4,4,2,2,2,4,4,4,
,,อื่น ๆ,18,14,17,9,8,8,6,6,6,11,11,14,32,32,48,
,น่าน,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,85,59,66,53,50,50,60,56,70,65,62,74,37,35,54,
,,ฆ่าผู้อื่น,14,10,9,9,6,6,11,10,13,4,3,3,13,11,18,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,4,3,4,0,0,0,0,0,0,2,2,3,0,0,0,
,,พยายามฆ่า,7,4,4,4,2,2,7,7,7,7,7,7,5,5,7,
,,ทำร้ายร่างกาย,23,17,20,30,34,34,25,23,33,22,22,30,2,2,4,
,,ข่มขืนกระทำชำเรา,17,10,12,5,5,5,7,7,8,10,9,11,5,5,8,
,,อื่น ๆ,20,15,17,5,3,3,10,9,9,20,19,20,12,12,17,
,พะเยา,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,91,75,88,52,62,62,72,71,79,59,59,68,32,31,42,
,,ฆ่าผู้อื่น,12,7,12,6,4,4,5,5,5,8,8,10,2,2,2,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,2,2,3,0,0,0,1,1,1,1,1,1,2,2,2,
,,พยายามฆ่า,5,4,5,7,7,7,9,8,9,9,9,11,4,4,4,
,,ทำร้ายร่างกาย,37,28,37,24,37,37,29,29,36,16,16,20,3,3,10,
,,ข่มขืนกระทำชำเรา,13,12,10,4,4,4,14,14,14,15,15,16,9,8,8,
,,อื่น ๆ,22,22,21,11,10,10,14,14,14,10,10,10,12,12,16,
,เชียงราย,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,264,183,266,210,226,226,185,168,198,181,171,203,161,154,207,
,,ฆ่าผู้อื่น,39,27,47,37,45,45,30,20,25,29,26,34,22,20,30,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,8,6,7,9,10,10,3,3,3,9,9,9,10,10,11,
,,พยายามฆ่า,26,18,25,15,13,13,11,9,10,18,18,22,24,23,25,
,,ทำร้ายร่างกาย,129,90,147,98,112,112,84,83,102,57,54,68,27,25,42,
,,ข่มขืนกระทำชำเรา,32,21,20,30,24,24,26,25,30,25,23,24,26,24,29,
,,อื่น ๆ,30,21,20,21,22,22,31,28,28,43,41,46,52,52,70,
,แม่ฮ่องสอน,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,114,56,83,79,85,85,55,53,62,49,47,69,49,47,62,
,,ฆ่าผู้อื่น,5,3,4,7,6,6,7,7,7,4,3,3,4,2,2,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,1,1,4,2,2,2,1,1,1,2,2,4,1,1,1,
,,พยายามฆ่า,4,5,4,2,2,2,1,1,1,7,7,9,6,6,6,
,,ทำร้ายร่างกาย,45,34,52,48,52,52,34,33,41,19,19,37,10,10,15,
,,ข่มขืนกระทำชำเรา,17,4,8,10,13,13,7,6,7,10,10,10,10,10,12,
,,อื่น ๆ,42,9,11,10,10,10,5,5,5,7,6,6,18,18,26,
,นครสวรรค์,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,329,304,440,271,371,371,317,306,399,238,235,292,265,262,398,
,,ฆ่าผู้อื่น,23,22,28,15,15,15,16,14,19,22,22,29,11,11,18,
,,ทำร้ายผู้อื่นถึงแก่ความตาย,11,9,31,6,7,7,8,8,13,3,3,6,4,4,5,
,,พยายามฆ่า,33,31,42,36,59,59,32,32,45,29,29,46,25,22,27,
,,ทำร้ายร่างกาย,164,156,226,148,220,220,197,191,260,98,96,115,48,48,82,
,,ข่มขืนกระทำชำเรา,49,44,42,46,48,48,43,41,42,28,28,33,45,45,55,
,,อื่น ๆ,49,42,71,20,22,22,21,20,20,58,57,63,132,132,211,
,อุทัยธานี,ความผิดเกี่ยวกับชีวิต ร่างกาย และเพศ,93,72,94,94,103,103,82,77,103,85,81,92,68,67,89,
,,ฆ่าผู้อื่น,9,7,7,5,5,5,4,4,5,6,6,6,3,3,4,
